,antecedents,consequents,antecedent support,consequent support,support,confidence,Lift
0,"('Team leader ',)","('Communicative ',)",0.5112781954887218,0.5238095238095238,0.3007518796992481,0.5882352941176471,1.122994652406417
1,"('Communicative ',)","('Team leader ',)",0.5238095238095238,0.5112781954887218,0.3007518796992481,0.5741626794258372,1.122994652406417
